"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"SLC25A37",2.61296706132158e-46,1.05378019529411,0.788,0.511,6.92044326191021e-42,0.400494437577256,11,0.467680608365019,6
"LDHD",3.91396336610128e-46,-0.363932649993809,0.044,0.301,1.03661319751192e-41,0.444444444444444,8,0.606451612903226,4
"STS",3.921688571306e-46,0.441089703814489,0.477,0.115,1.03865921811039e-41,0.469387755102041,9,0.372881355932203,4
"GSN",9.1623821498174e-46,1.03548235775376,0.822,0.59,2.42665691237914e-41,0.34478672985782,10,0.447368421052632,6
"HPGD",9.77660916590862e-46,1.75258585819817,0.496,0.167,2.5893349375909e-41,0.461689587426326,8,0.523255813953488,6
"SLC16A3",1.2395578108341e-45,0.646260785655415,0.586,0.212,3.28296886199411e-41,0.388704318936877,10,0.568807339449541,5
"PRICKLE1",1.71261362048738e-45,-0.302146452434993,0.093,0.39,4.53585717386083e-41,0.6875,8,0.552238805970149,4
"SPSB3",1.91624978315174e-45,-0.577899006888426,0.418,0.74,5.07518755067739e-41,0.305361305361305,10,0.396325459317585,6
"MXRA8",3.13922053995119e-45,-0.32341712367805,0.044,0.293,8.31422560006072e-41,0.311111111111111,7,0.642384105960265,4
"CPD",5.83071317539099e-45,0.462849092067162,0.637,0.287,1.5442643845023e-40,0.400611620795107,10,0.445945945945946,5
"PLAU",7.44470698292749e-45,1.0844416320409,0.388,0.045,1.97173064442835e-40,0.444723618090452,9,0.652173913043478,3
"NCKAP5",8.90454921533451e-45,-0.272597432525236,0.034,0.272,2.35836985968134e-40,0.228571428571429,8,0.75,5
"ITPR2",9.82504848045193e-45,-0.532424066998636,0.248,0.583,2.60216409004769e-40,0.411764705882353,10,0.53,5
"COL4A4",1.45124871017432e-44,-0.397401302864967,0.19,0.528,3.84363220889668e-40,0.512820512820513,8,0.419117647058824,5
"SPEF2",2.90338479411695e-44,0.46988021498088,0.419,0.082,7.68961462721874e-40,0.602325581395349,8,0.595238095238095,3
"DHCR24",2.92531308666747e-44,-0.672340647773865,0.632,0.856,7.7476917100388e-40,0.334360554699538,11,0.390022675736961,6
"CAV2",3.47572844779149e-44,-0.474277307308598,0.33,0.676,9.20546679397577e-40,0.584070796460177,11,0.491379310344828,6
"DAPK2",3.68992331482982e-44,-0.386943728262176,0.153,0.482,9.77276189932678e-40,0.707006369426752,8,0.483870967741935,6
"ARL4A",7.22061313957831e-44,0.968393327765838,0.796,0.522,1.91237939001732e-39,0.409535452322738,11,0.423791821561338,6
"PARN",1.50108416478012e-43,-0.417616970329704,0.319,0.658,3.97562141042014e-39,0.378048780487805,9,0.43952802359882,5
"PLEKHG2",1.87686318868592e-43,-0.77159115005374,0.218,0.536,4.97087215523466e-39,0.370535714285714,8,0.452898550724638,5
"PHLDA1",2.3041795602727e-43,0.644841509792115,0.513,0.177,6.10261956538225e-39,0.417457305502846,9,0.428571428571429,5
"ICAM1",2.45701772894596e-43,-0.687577698311544,0.603,0.907,6.50741145511339e-39,0.402261712439418,11,0.39186295503212,6
"CXCL8",2.47993446798349e-43,1.77148267909778,0.435,0.101,6.56810643845426e-39,0.456375838926175,9,0.596153846153846,4
"S100A14",2.72069787029902e-43,-0.811162675521565,0.504,0.794,7.20576830948696e-39,0.442084942084942,12,0.398533007334963,5
"SERPINH1",3.50229134145983e-43,-0.396589216116458,0.596,0.889,9.27581861785636e-39,0.390522875816993,10,0.393013100436681,6
"PDXDC1",4.33024706365798e-43,-0.509155165538772,0.564,0.835,1.14686593480982e-38,0.307426597582038,11,0.4,5
"H2AFJ",5.38638816971437e-43,0.519835880957585,0.87,0.656,1.42658490674885e-38,0.358342665173572,11,0.384615384615385,6
"WDR86-AS1",5.95430841319136e-43,0.9588860429556,0.399,0.076,1.57699858323373e-38,0.675609756097561,9,0.461538461538462,3
"DUSP4",6.48909053502156e-43,0.370124288822072,0.424,0.082,1.71863562820046e-38,0.422988505747126,8,0.404761904761905,4
"CA2",8.97576991669312e-43,-0.537084073572786,0.112,0.406,2.37723266243617e-38,0.373913043478261,9,0.555023923444976,4
"LINC00342",1.05482748287731e-42,0.678463140333893,0.426,0.093,2.79371058840055e-38,0.440639269406393,10,0.375,5
"CLIC2",1.24457941857965e-42,-0.377732097577982,0.203,0.544,3.29626859010819e-38,0.778846153846154,10,0.553571428571429,6
"N4BP1",1.28587592237301e-42,-0.41522160645647,0.348,0.68,3.40564238040492e-38,0.313725490196078,10,0.425714285714286,6
"DST",1.84156725879843e-42,0.531809486098259,0.534,0.173,4.87739088492763e-38,0.416058394160584,9,0.314606741573034,6
"TMEM130",2.00341054226577e-42,-0.46678805150171,0.075,0.338,5.30603282119089e-38,0.688311688311688,7,0.568965517241379,5
"CPAMD8",2.16785222743926e-42,-0.295660256335162,0.147,0.464,5.74155662437287e-38,0.437086092715232,7,0.447698744769874,5
"IRF2BP2",2.41955066987696e-42,-0.462064835023765,0.747,0.922,6.40817994916912e-38,0.36245110821382,11,0.364210526315789,6
"SPAG6",2.8389010345622e-42,0.852498062526343,0.367,0.05,7.51882939003799e-38,0.737400530503979,7,0.576923076923077,4
"SERPINA1",3.4478533401446e-42,1.8458130366378,0.724,0.452,9.13163957137296e-38,0.475806451612903,9,0.605150214592275,5
"STRA6",3.88903635228318e-42,0.452701229105382,0.31,0.01,1.0300112779022e-37,0.613207547169811,8,0.8,2
"MUC4",4.8694910033582e-42,0.935690960732936,0.633,0.305,1.28968469223942e-37,0.470769230769231,10,0.78343949044586,6
"TP53BP2",5.51988005023454e-42,-0.614397116967744,0.336,0.633,1.46194023130462e-37,0.31304347826087,10,0.524539877300613,5
"SNX7",6.95003312184057e-42,0.308364835451327,0.42,0.082,1.84071627231947e-37,0.422273781902552,10,0.357142857142857,4
"TPBG",7.74462486416776e-42,0.78142497710492,0.555,0.204,2.05116389527483e-37,0.529824561403509,9,0.628571428571429,5
"SLC34A2",8.30117271231297e-42,-0.795793073234209,0.889,0.95,2.19856559285609e-37,0.353778751369113,11,0.378323108384458,6
"CCDC170",8.74149145253214e-42,0.977943136549205,0.318,0.016,2.31518401120314e-37,0.859327217125382,7,0.75,3
"ARRB1",9.60594211342377e-42,-0.372137672195249,0.308,0.658,2.54413376874028e-37,0.386075949367089,10,0.383480825958702,6
"MAGI3",9.63307687476097e-42,-0.632999114296511,0.479,0.746,2.55132041028044e-37,0.410569105691057,9,0.447916666666667,5
"SEPHS2",1.0195755812647e-41,-0.448054394693025,0.389,0.724,2.70034592697956e-37,0.3225,12,0.386058981233244,6
"RBBP6",1.05287152908878e-41,-0.639276871020811,0.711,0.913,2.78853024479163e-37,0.302739726027397,12,0.370212765957447,6
"AES",1.14473269199036e-41,0.465605728337224,0.915,0.755,3.03182453473647e-37,0.35,11,0.395886889460154,6
"C12orf75",1.21943231182478e-41,0.702641392248476,0.334,0.027,3.22966647786794e-37,0.822157434402332,7,0.428571428571429,4
"TRIP13",1.74250724356862e-41,0.736605625652925,0.341,0.033,4.61503043459148e-37,0.771428571428571,10,0.647058823529412,3
"C9orf16",1.96947332685685e-41,0.298149107452594,0.762,0.47,5.21615010618038e-37,0.325670498084291,11,0.471074380165289,6
"TSPAN6",2.30997000970052e-41,0.787417562086046,0.803,0.573,6.11795557069182e-37,0.346666666666667,11,0.389830508474576,6
"SULT1A2",2.70451621201516e-41,-0.471561900073811,0.18,0.48,7.16291118752214e-37,0.416216216216216,9,0.506072874493927,5
"GCHFR",3.28075165023806e-41,0.506603176862244,0.623,0.276,8.68907074565549e-37,0.3640625,12,0.408450704225352,5
"ELF5",3.71668267909559e-41,-0.252582278942875,0.019,0.221,9.84363407558466e-37,0.894736842105263,3,0.482456140350877,5
"INPP4B",3.74587946988738e-41,0.259965636869947,0.329,0.023,9.92096177599673e-37,0.443786982248521,8,0.666666666666667,3
"FOXN3",3.92060151483962e-41,-0.36105638650509,0.381,0.705,1.03837131120527e-36,0.370843989769821,11,0.393939393939394,5
"SDR16C5",4.02997195666672e-41,0.560285880263461,0.627,0.282,1.06733807272318e-36,0.338509316770186,9,0.551724137931034,6
"CEP126",5.7547682645635e-41,0.372233980721103,0.35,0.041,1.52415037486964e-36,0.754874651810585,10,0.476190476190476,4
"CRLF1",6.080466633302e-41,0.625154033445463,0.394,0.064,1.61041158783004e-36,0.582716049382716,7,0.787878787878788,4
"TFPI2",6.15166751163881e-41,0.761057301954004,0.409,0.085,1.62926914045754e-36,0.483333333333333,6,0.568181818181818,4
"GALNT11",6.17949970725921e-41,-0.461103804791974,0.366,0.672,1.6366404974676e-36,0.329787234042553,11,0.430635838150289,5
"GOLM1",6.59151071985002e-41,0.459661779856654,0.743,0.417,1.74576161415228e-36,0.302752293577982,10,0.330232558139535,6
"CLN3",7.98597795926791e-41,-0.59553740730446,0.435,0.75,2.11508626251211e-36,0.344519015659955,10,0.432642487046632,5
"GADD45A",8.60616776243324e-41,0.770624328525967,0.715,0.402,2.27934353188044e-36,0.405994550408719,10,0.507246376811594,6
"B9D1",8.96797622122467e-41,0.845855815396417,0.453,0.128,2.37516850219135e-36,0.587096774193548,10,0.318181818181818,5
"DNAAF3",9.18059625833011e-41,0.778236715708687,0.332,0.029,2.43148091901873e-36,0.806451612903226,7,0.6,2
"ARHGDIB",1.12871007969735e-40,1.42880774329259,0.671,0.482,2.98938864607842e-36,0.502177068214804,11,0.435483870967742,5
"PSCA",1.47622385433396e-40,2.12002561501955,0.303,0.012,3.90977887820349e-36,0.903536977491961,7,1,1
"SYDE2",1.71084680153554e-40,-0.310007444117479,0.152,0.456,4.53117775386689e-36,0.352564102564103,9,0.553191489361702,5
"SMARCA1",1.73954075742847e-40,-0.383949837240862,0.252,0.584,4.60717369604929e-36,0.436293436293436,9,0.398671096345515,5
"EPS8",1.77064996538643e-40,0.654455673544685,0.895,0.641,4.68956643332595e-36,0.379760609357998,11,0.509090909090909,6
"KCNK15",1.79046364647931e-40,-0.382624839818262,0.058,0.303,4.74204296770045e-36,0.45,8,0.846153846153846,5
"AFF3",2.10348925647515e-40,-0.280560910958856,0.027,0.239,5.57109129577445e-36,0.357142857142857,6,0.552845528455285,4
"BFAR",2.19051253394131e-40,-0.528146956561564,0.371,0.701,5.80157244614355e-36,0.372703412073491,10,0.43213296398892,5
"PTK7",4.89148782516922e-40,-0.254181454558694,0.339,0.674,1.29551055049607e-35,0.324712643678161,10,0.368876080691643,5
"NUBP2",8.82528568166143e-40,-0.616516583286458,0.499,0.784,2.33737691278803e-35,0.30078125,10,0.373762376237624,6
"ALDH3A2",1.03741561571521e-39,-0.482749569463424,0.654,0.858,2.74759525822173e-35,0.345238095238095,10,0.389140271493213,5
"CX3CL1",1.07090191007258e-39,0.330342459989225,0.337,0.035,2.83628370882722e-35,0.436416184971098,8,0.5,5
"C9orf116",1.31904204617047e-39,1.1081384971227,0.356,0.056,3.4934828592825e-35,0.76775956284153,10,0.551724137931034,5
"HLA-DOA",1.35080936087344e-39,-0.463876957447887,0.05,0.28,3.57761859227332e-35,0.627450980392157,7,0.861111111111111,4
"FAM3C",1.89505121460918e-39,0.61276922838019,0.722,0.458,5.01904314189242e-35,0.421052631578947,10,0.402542372881356,6
"PRSS8",1.95900332997079e-39,-0.549953604555746,0.529,0.868,5.18842031942764e-35,0.421731123388582,10,0.360178970917226,6
"PYGB",2.04018124317244e-39,-0.459189452799316,0.398,0.73,5.40342002254221e-35,0.501222493887531,10,0.396276595744681,6
"LRRK2",2.11991636667314e-39,-0.447910444226874,0.131,0.416,5.61459849713381e-35,0.822222222222222,8,0.406542056074766,4
"TUBA1A",2.14480422025321e-39,1.84158916661597,0.655,0.402,5.68051397734061e-35,0.426448736998514,10,0.468599033816425,6
"NME5",2.78029945199177e-39,0.810858395093296,0.337,0.041,7.3636230986002e-35,0.809248554913295,7,0.476190476190476,3
"CAPSL",2.99879049133997e-39,1.4131136259753,0.29,0.008,7.9422966163139e-35,0.942953020134228,6,1,1
"FANK1",3.08504549413649e-39,1.28456587691833,0.396,0.087,8.1707429912205e-35,0.692874692874693,10,0.711111111111111,3
"HLA-DRB1",3.84195296460717e-39,-0.638135073051906,0.819,0.969,1.01754124267621e-34,0.343638525564804,11,0.370741482965932,6
"TEX9",4.03089310477085e-39,0.407994891765342,0.516,0.188,1.06758203879856e-34,0.488679245283019,10,0.587628865979381,5
"CYP24A1",4.21579784752864e-39,0.768837988117333,0.284,0.006,1.11655405991796e-34,0.592465753424658,6,1,1
"TNFAIP2",4.61277284505403e-39,0.970412174162119,0.517,0.198,1.22169288801256e-34,0.510357815442561,9,0.764705882352941,4
"CLDN10",4.83281933353318e-39,0.78317075492117,0.294,0.012,1.27997220048626e-34,0.705298013245033,7,0.833333333333333,2
"NPTX1",5.63489956272133e-39,-0.359545726342814,0.012,0.194,1.49240314918674e-34,0.5,5,0.53,4
"DAPP1",6.52851540754285e-39,0.302913366761693,0.354,0.049,1.72907730568772e-34,0.552197802197802,10,0.52,4
"BCAS1",7.27815139598341e-39,0.479919408363169,0.321,0.029,1.92761839722621e-34,0.715151515151515,10,0.466666666666667,5
"DAPK1",7.32697429554243e-39,-0.37449721745934,0.258,0.59,1.94054914217441e-34,0.449056603773585,8,0.430921052631579,5
"WFDC2",7.76518741377855e-39,0.723349638625699,0.976,0.932,2.05660988653925e-34,0.365269461077844,11,0.360416666666667,6
"NDNF",8.15500526843241e-39,-0.789581994366309,0.226,0.501,2.15985314534432e-34,0.487068965517241,9,0.651162790697674,5
"LDLRAD1",8.55687742057864e-39,1.50281197694966,0.289,0.008,2.26628898484025e-34,0.942760942760943,7,1,1
"RARRES2",9.84920951371216e-39,-0.432159081093998,0.089,0.342,2.60856313970666e-34,0.461538461538462,9,0.755681818181818,5
"TPM1",1.02230195828644e-38,0.923048440699133,0.782,0.631,2.70756673652163e-34,0.422166874221669,10,0.412307692307692,6
"CHGB",1.13535380141222e-38,0.751271037391033,0.283,0.006,3.00698454304027e-34,0.893470790378007,4,0.333333333333333,3
"NEK10",1.32718348733314e-38,0.276847854821684,0.293,0.012,3.51504546620183e-34,0.833887043189369,8,0.833333333333333,2
"ACTG1",1.3914031871291e-38,0.649804723404205,0.966,0.965,3.68513134111141e-34,0.351814516129032,12,0.366197183098592,6
"WDR38",1.46534213899918e-38,1.34719605617842,0.285,0.008,3.88095865513934e-34,0.95221843003413,6,1,1
"FAM166B",1.58531156640074e-38,0.847776088733607,0.288,0.01,4.19869768361235e-34,0.939189189189189,6,0.8,2
"PSMB2",1.59648520400041e-38,-0.556131009360308,0.731,0.874,4.22829106279509e-34,0.322237017310253,12,0.371111111111111,6
"SNTN",1.90582440852418e-38,1.95222464485866,0.338,0.047,5.0475759459763e-34,0.815561959654179,7,0.375,3
"C11orf88",1.92015260478653e-38,1.31005246384053,0.292,0.012,5.08552417377712e-34,0.936666666666667,8,1,1
"CMTM6",1.92885461508191e-38,0.478353652425098,0.78,0.507,5.10857144804445e-34,0.347066167290886,10,0.413793103448276,6
"MORN5",2.03501907904251e-38,1.07955526411265,0.286,0.008,5.38974803084408e-34,0.948979591836735,7,1,1
"ABCC3",2.23054337687122e-38,0.535187634804727,0.537,0.2,5.90759413364341e-34,0.424682395644283,9,0.446601941747573,5
"SLC6A14",2.28362909257914e-38,0.364894150589239,0.395,0.08,6.04819165169586e-34,0.401477832512315,9,0.463414634146341,5
"GPX2",2.64675726424369e-38,1.2094226249583,0.301,0.019,7.0099366143494e-34,0.757281553398058,5,0.5,3
"HSPB1",2.85923005655244e-38,-0.679318459419828,0.931,0.988,7.57267080477913e-34,0.359832635983264,12,0.367387033398821,6
"GPRIN2",3.58472084115537e-38,-0.322199309337143,0.029,0.235,9.49413314779999e-34,0.3,7,0.677685950413223,4
"CNDP2",3.7471084060445e-38,0.473103270257478,0.765,0.441,9.92421661340885e-34,0.329516539440204,11,0.387665198237885,6
"PLBD1",3.76784991633459e-38,0.550577594156107,0.51,0.179,9.97915050341216e-34,0.423664122137405,9,0.489130434782609,5
"DNAH2",3.85343129400105e-38,0.329350501554236,0.502,0.155,1.02058127821618e-33,0.461240310077519,9,0.4,4
"ATP13A4-AS1",4.12965268240525e-38,-0.346073683136758,0.084,0.34,1.09373851293503e-33,0.523255813953488,6,0.502857142857143,5
"CHST9",4.29586621798136e-38,0.561723864780189,0.29,0.012,1.13776016783236e-33,0.932885906040268,8,1,1
"SPAG1",5.16454456266545e-38,0.400955509486497,0.563,0.233,1.36782962742194e-33,0.460207612456747,9,0.483333333333333,5
"CCDC42B",5.46057262648851e-38,0.903797803673747,0.293,0.014,1.44623266012548e-33,0.930232558139535,6,0.714285714285714,3
"MIR614",5.49272296104688e-38,-0.527882671892656,0.55,0.854,1.45474767623327e-33,0.433628318584071,10,0.381818181818182,6
"UTRN",6.85220298372278e-38,-0.418897624115647,0.504,0.784,1.81480596023898e-33,0.370656370656371,11,0.373762376237624,6
"C11orf97",7.13379756162532e-38,0.621977339876093,0.283,0.008,1.88938628419647e-33,0.948453608247423,6,1,1
"KIF9",8.09973360846971e-38,0.620753120234672,0.586,0.276,2.1452144462032e-33,0.466777408637874,10,0.394366197183099,5
"PKIG",8.10826706596016e-38,0.629760464105484,0.463,0.144,2.14747453241955e-33,0.581052631578947,10,0.554054054054054,5
"TTC29",9.65992449530931e-38,0.48747085327647,0.287,0.012,2.55843100258267e-33,0.91864406779661,8,0.833333333333333,2
"UBXN10",1.04980205985607e-37,0.791567991952075,0.355,0.06,2.78040075552879e-33,0.750684931506849,8,0.354838709677419,5
"TCEB3",1.16199408136141e-37,-0.447326936878115,0.396,0.697,3.07754132448568e-33,0.336609336609337,10,0.412256267409471,5
"C16orf89",1.18988557050655e-37,-0.421804002702348,0.528,0.876,3.15141193348659e-33,0.420664206642066,9,0.372505543237251,5
"TSPAN19",1.39525318270146e-37,0.949132831029161,0.282,0.01,3.69532805438482e-33,0.948275862068966,7,0.8,2
"MNS1",1.50086908373249e-37,0.605397412809771,0.383,0.087,3.9750517682655e-33,0.712468193384224,10,0.777777777777778,3
"STMND1",1.53315429875231e-37,0.571765754244199,0.291,0.014,4.06055916024549e-33,0.879598662207358,7,0.571428571428571,3
"STOML3",1.55847698709601e-37,0.734439722526307,0.28,0.008,4.12762630032377e-33,0.951388888888889,5,0.75,2
"LAMA5",1.88375001293023e-37,-0.37289793225446,0.352,0.664,4.98911190924572e-33,0.385041551246537,11,0.409356725146199,5
"KLF2",2.03507265187615e-37,0.43297110214085,0.581,0.268,5.38988991849399e-33,0.341708542713568,11,0.427536231884058,5
"FAM216B",3.37108320784485e-37,0.792181075698108,0.284,0.012,8.92831387597709e-33,0.952054794520548,5,0.833333333333333,2
"C20orf85",3.40862372985825e-37,2.21056971577717,0.293,0.017,9.02773994852957e-33,0.940199335548173,6,1,1
"CCDC80",4.23054305903999e-37,0.527424058759811,0.361,0.062,1.12045932918674e-32,0.622641509433962,9,0.46875,4
"EFCAB1",4.45792732254349e-37,0.803599491154716,0.283,0.012,1.18068205137564e-32,0.951890034364261,5,1,1
"SMAP1",4.57704686194814e-37,-0.27610436710992,0.392,0.687,1.21223086138697e-32,0.441687344913151,9,0.471751412429379,6
"MBIP",5.04137579924168e-37,-0.369878969690508,0.495,0.8,1.33520838042916e-32,0.419291338582677,11,0.41504854368932,5
"CCDC17",5.88354450326099e-37,0.868243971042322,0.313,0.033,1.55825676168867e-32,0.875389408099688,8,0.411764705882353,3
"DESI2",5.99504069064642e-37,-0.334166039304898,0.348,0.654,1.58778652691771e-32,0.299719887955182,11,0.394658753709199,5
"ZSCAN31",6.80275871716746e-37,-0.348304280534583,0.12,0.39,1.8017106462418e-32,0.390243902439024,8,0.606965174129353,5
"C6orf118",6.88148023030888e-37,0.942223050939904,0.284,0.012,1.82256003899731e-32,0.938356164383562,7,0.833333333333333,2
"DYDC2",7.05668408275607e-37,0.827035039294851,0.286,0.016,1.86896277931795e-32,0.95578231292517,6,1,1
"ERICH3",7.77574452245586e-37,0.80587680881649,0.284,0.014,2.05940593677244e-32,0.955479452054795,5,0.857142857142857,2
"MS4A8",7.99063734452054e-37,1.50448120687069,0.293,0.019,2.11632030069627e-32,0.93687707641196,6,0.7,2
"CLIC1",8.44147437718326e-37,0.42944390658522,0.929,0.866,2.23572448879699e-32,0.336477987421384,12,0.385650224215247,6
"PPP1R10",9.20904306694579e-37,-0.714862773366212,0.722,0.88,2.43901505628059e-32,0.326585695006748,11,0.39514348785872,6
"ROPN1L",9.3367842188479e-37,1.37886646589887,0.299,0.023,2.47284730036187e-32,0.915309446254072,7,0.666666666666667,3
"ARF1",1.06655541985602e-36,-0.519595594056368,0.91,0.965,2.82477202948868e-32,0.335828877005348,12,0.372233400402414,6
"C12orf65",1.21033345963788e-36,-0.490630820505409,0.405,0.707,3.20556816785094e-32,0.350961538461538,11,0.401098901098901,6
"CCDC78",1.60245345116969e-36,1.35007956879574,0.295,0.021,4.24409796542293e-32,0.933993399339934,7,0.818181818181818,3
"ASH1L",1.64706582328091e-36,-0.391780040919474,0.54,0.835,4.36225383295948e-32,0.383783783783784,10,0.369767441860465,6
"TMEM190",1.88202363454101e-36,2.16732186393569,0.294,0.023,4.98453959608188e-32,0.93046357615894,6,0.833333333333333,3
"SSR2",2.02106510632386e-36,-0.486498152812809,0.778,0.926,5.35279093409874e-32,0.377972465581977,12,0.368972746331237,6
"IFI27",2.10249465836183e-36,0.744885019906302,0.91,0.85,5.5684571026713e-32,0.366844919786096,11,0.363013698630137,6
