"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"HSD17B6",3.49173222916516e-107,1.26683481045284,0.538,0.133,9.24785280894392e-103,0.447653429602888,5,0.51985559566787,9
"FAM213A",4.22090963415703e-107,-0.612117920647624,0.507,0.926,1.11790791660649e-102,0.402298850574713,6,0.495064935064935,11
"MET",7.01644673273522e-107,-0.591906139586194,0.315,0.845,1.85830591716492e-102,0.345679012345679,6,0.543849658314351,10
"BTG2",7.70671383048255e-107,0.838532102992051,0.841,0.386,2.0411231580033e-102,0.378752886836028,5,0.678704856787049,11
"OPTN",1.28761306162391e-106,-0.630521264039959,0.33,0.837,3.41024319371092e-102,0.388235294117647,6,0.545977011494253,11
"CCDC109B",1.97594083850857e-106,-0.51625633120537,0.05,0.626,5.23327931078996e-102,0.384615384615385,4,0.432744043043812,10
"CTTN",2.78930905170709e-106,-0.922450750239717,0.899,0.987,7.38748502344622e-102,0.371490280777538,6,0.469527059970746,11
"RHPN2",3.57415615402047e-106,-0.596670854073352,0.163,0.71,9.46615257392322e-102,0.452380952380952,3,0.644986449864499,10
"RND3",3.69277387774296e-106,-0.849785157663677,0.35,0.889,9.78031161520223e-102,0.644444444444444,6,0.50487012987013,10
"PDLIM1",5.96410722886651e-106,-0.928044723143645,0.746,0.947,1.5795937995653e-101,0.372395833333333,6,0.484756097560976,11
"NAMPT",7.25700287287655e-106,-0.856704675099295,0.596,0.935,1.92201721088135e-101,0.390879478827362,6,0.493820803295572,11
"EGR1",1.54960002820512e-105,1.01990162559852,0.905,0.536,4.10411567470126e-101,0.386266094420601,5,0.545372866127583,11
"ALOX5",1.70532066730301e-105,-1.50950364627483,0.016,0.579,4.51654178735201e-101,0.5,4,0.793848711554447,8
"TMEM125",1.94074348997622e-105,1.22880664569074,0.878,0.603,5.14005913320202e-101,0.378318584070796,5,0.710526315789474,11
"PGK1",2.24678400221683e-105,-1.70022481428577,0.854,0.962,5.95060742987127e-101,0.347727272727273,6,0.481981981981982,11
"CD82",2.75359829765338e-105,-0.837351328421644,0.647,0.926,7.29290509133498e-101,0.381381381381381,6,0.498960498960499,11
"DEGS2",3.55361770201534e-105,0.945322623553234,0.526,0.125,9.41175648378763e-101,0.483394833948339,5,0.548262548262548,6
"SLC25A37",8.50633524700977e-105,-0.793894512838535,0.511,0.905,2.25290289017054e-100,0.467680608365019,6,0.509042553191489,11
"DST",1.68812394147557e-104,-0.696639152602398,0.173,0.751,4.47099625899804e-100,0.314606741573034,6,0.46474358974359,11
"LY6D",2.53860108327853e-104,-1.62817060586342,0.004,0.566,6.72348496906319e-100,1,1,0.480883602378929,7
"HINT1",3.27477756773335e-104,-0.594555220370236,0.876,0.992,8.67324838814178e-100,0.374722838137472,6,0.467507274490786,11
"CIB1",3.76960526033745e-104,-0.669973760259847,0.744,0.958,9.98379953200373e-100,0.378590078328982,6,0.48216976393772,11
"MAGI3",5.03360619255855e-104,0.915156795149729,0.746,0.351,1.33315060009913e-99,0.447916666666667,5,0.536986301369863,10
"GATA6",7.16951164619167e-104,0.651725859163015,0.652,0.244,1.89884515949386e-99,0.505952380952381,5,0.631163708086785,9
"LRIG2",1.04581200289885e-103,0.559021545412443,0.509,0.11,2.76983308967761e-99,0.484732824427481,4,0.406113537117904,9
"GPI",1.711319048607e-103,-0.897146845700501,0.825,0.97,4.53242850023565e-99,0.371764705882353,6,0.477678571428571,11
"JUNB",2.00154116964552e-103,1.1715024526078,0.934,0.902,5.30108178780617e-99,0.38045738045738,6,0.487193169690502,11
"KRT15",7.47531696609923e-103,-1.22536449631319,0.153,0.71,1.97983769847138e-98,0.417721518987342,4,0.451525423728814,10
"ID2",8.21292784125926e-103,1.38352600018592,0.779,0.407,2.17519393875752e-98,0.42643391521197,5,0.42789598108747,10
"GPX8",9.71567365166291e-103,-0.553515589063222,0.012,0.574,2.57319616664292e-98,1,1,0.760906040268456,10
"DDIT4",2.03784040130734e-102,-1.68274009948821,0.262,0.799,5.39722030286249e-98,0.496296296296296,5,0.534617700180614,10
"P3H2",2.75727240915617e-102,0.496345458603618,0.464,0.089,7.30263597565011e-98,0.623430962343096,4,0.402173913043478,6
"GAS6",3.24063814252129e-102,1.00173913044963,0.693,0.256,8.58283012046763e-98,0.456582633053221,5,0.580037664783427,10
"TRIM31",4.35413659072039e-102,-0.816080590490876,0.087,0.627,1.15319307605229e-97,0.466666666666667,4,0.731182795698925,8
"GSR",4.48008428695828e-102,-0.407052212152689,0.223,0.774,1.1865503234009e-97,0.417391304347826,4,0.521441889372281,10
"ESAM",5.435321441908e-102,0.567907656073756,0.452,0.082,1.43954488388933e-97,0.360515021459227,5,0.576470588235294,6
"TMPRSS2",5.83161288884584e-102,0.988824007695138,0.808,0.435,1.54450267361082e-97,0.396634615384615,5,0.69656699889258,9
"PPIB",9.04577451854484e-102,-0.647600528507859,0.85,0.979,2.3957733812366e-97,0.363013698630137,6,0.470761670761671,11
"SAA2",1.01713172760905e-101,-0.866479017910751,0.031,0.589,2.69387338057258e-97,0.875,3,0.764513491414554,9
"BATF",1.71616442875146e-101,-0.457568439622045,0.157,0.724,4.54526148954824e-97,0.333333333333333,5,0.626578073089701,9
"EMP2",1.79436553968568e-101,1.20892312003332,0.984,0.948,4.75237713185751e-97,0.364891518737673,6,0.485525647536821,11
"SET",2.04670688466911e-101,-0.625735404372584,0.907,0.997,5.42070318404614e-97,0.381156316916488,6,0.464992757122163,11
"PPP1R10",2.25370513062969e-101,1.11934912550245,0.88,0.66,5.96893803847273e-97,0.39514348785872,6,0.601750547045952,10
"SLCO4A1",3.58527434466392e-101,-0.995842939480368,0.062,0.607,9.4955991018424e-97,0.40625,4,0.747226624405705,8
"PPP1CB",1.03276405789167e-100,-0.657662079576422,0.874,0.98,2.7352756073261e-96,0.371111111111111,6,0.471281296023564,11
"TAF9",1.2094435841065e-100,-0.611294927899758,0.373,0.875,3.20321133250605e-96,0.354166666666667,5,0.514018691588785,11
"EVA1A",1.2952361839759e-100,0.341899062988323,0.464,0.085,3.43043303326017e-96,0.397489539748954,6,0.31638418079096,9
"TMEM130",1.908084847777e-100,0.49972007417826,0.338,0.036,5.05356271933739e-96,0.568965517241379,5,0.6,6
"IDO1",2.14624543494436e-100,-1.06013591051185,0.21,0.74,5.68433103445014e-96,0.398148148148148,5,0.486662329212752,8
"EFNA5",2.78613908965388e-100,-0.830602006055792,0.227,0.733,7.37908937894831e-96,0.623931623931624,5,0.625738673670387,10
"ITGB1",3.62938003409151e-100,-0.91841747969021,0.734,0.933,9.61241302029138e-96,0.373015873015873,6,0.496388028895769,11
"CDC42SE2",5.21835444746345e-100,-0.425329736906484,0.579,0.925,1.38208117541069e-95,0.369127516778524,6,0.494019760790432,11
"CITED2",5.23358762875912e-100,0.994364477185031,0.744,0.386,1.38611568347685e-95,0.352480417754569,5,0.728179551122195,11
"AVPI1",8.39828706489787e-100,-1.16367346040965,0.39,0.849,2.2242863291382e-95,0.358208955223881,5,0.540249433106576,9
"VDAC1",8.56124736563215e-100,-0.705546371399767,0.699,0.942,2.26744636478767e-95,0.358333333333333,6,0.489785495403473,11
"UTRN",1.11641378229944e-99,0.617911895067663,0.784,0.359,2.95682190242007e-95,0.373762376237624,6,0.587919463087248,10
"BCAP31",1.81249828016478e-99,-0.661555395019235,0.893,0.972,4.80040169501642e-95,0.38695652173913,6,0.476473501733531,11
"SOD3",2.21496910300977e-99,0.76949739586175,0.46,0.099,5.86634566932139e-95,0.573839662447257,5,0.282926829268293,10
"CIRBP",4.05292779082258e-99,0.826054957557551,0.874,0.791,1.07341792539936e-94,0.391111111111111,5,0.51004260499087,10
"SKP1",4.14278704483725e-99,-0.592555510480909,0.915,0.988,1.09721714882515e-94,0.360934182590234,6,0.469556746225037,11
"ZYX",5.3437520539329e-99,-0.319841861192414,0.322,0.874,1.41529273148413e-94,0.367469879518072,6,0.522577092511013,9
"TKT",5.52691715230596e-99,-0.86300228414677,0.852,0.968,1.46380400778823e-94,0.359908883826879,6,0.47886623570363,11
"ANXA11",7.685426148124e-99,-0.78709898386193,0.829,0.957,2.03548511533064e-94,0.386416861826698,6,0.483903420523139,11
"TK1",9.64527050635798e-99,-1.0086704424328,0.233,0.731,2.55454989360891e-94,0.525,6,0.624505928853755,10
"COL4A3",2.35136169564191e-98,0.47026214111836,0.476,0.101,6.22758145090759e-94,0.497959183673469,5,0.80952380952381,8
"PTGES",1.09272667000549e-97,-1.39132845143132,0.198,0.687,2.89408658550955e-93,0.42156862745098,6,0.67296918767507,9
"SYK",1.65067562514316e-97,-0.328999544267273,0.122,0.673,4.37181439319166e-93,0.507936507936508,5,0.57725321888412,11
"SLC41A2",1.91715339767407e-97,-0.460265256085258,0.118,0.643,5.07758077373977e-93,0.508196721311475,3,0.710545998504114,10
"CAPN1",3.52854198746336e-97,-0.862594015609101,0.654,0.914,9.34534345379671e-93,0.370919881305638,6,0.505789473684211,11
"CFB",3.68032287637147e-97,-1.31882823996964,0.375,0.808,9.74733513806984e-93,0.683937823834197,5,0.566408576533651,10
"UBE2D3",4.72240787274007e-97,-0.644140727515645,0.837,0.977,1.25072972509521e-92,0.389791183294664,6,0.473658296405711,11
"SMS",6.62348919057006e-97,-1.26822282577283,0.553,0.875,1.75423111212248e-92,0.336842105263158,6,0.528602860286029,10
"MUC4",7.39996873443123e-97,-0.711920300410003,0.305,0.834,1.95988171931411e-92,0.78343949044586,6,0.549019607843137,10
"CDKN2B",1.1321394355393e-96,0.389243232517636,0.336,0.038,2.99847129502584e-92,0.786127167630058,2,0.448717948717949,7
"GTF2E2",1.17813383421596e-96,-0.409880244583293,0.274,0.792,3.12028745992098e-92,0.368794326241135,5,0.538601823708207,10
"CFH",1.19899239525464e-96,-1.02951182835636,0.369,0.825,3.17553135883192e-92,0.789473684210526,4,0.537339556592765,11
"C15orf48",1.51351118519463e-96,-1.64056680968419,0.398,0.795,4.00853437398798e-92,0.736585365853659,5,0.581465778316172,9
"F2RL1",1.54446564629197e-96,-0.714179633857602,0.175,0.684,4.09051726420429e-92,0.366666666666667,5,0.664556962025316,10
"B3GNT3",1.83411354045707e-96,-0.493121102010416,0.083,0.637,4.85764971190056e-92,0.720930232558139,4,0.685800604229607,9
"ITGB4",2.65292825346067e-96,-0.507272765328727,0.317,0.859,7.02628047929059e-92,0.496932515337423,5,0.526905829596413,10
"GHITM",3.19199098452508e-96,-0.790312858005152,0.771,0.945,8.45398812251466e-92,0.365239294710327,6,0.489307535641548,11
"PSMB9",4.22753545814028e-96,-0.662942964764576,0.685,0.955,1.11966276608845e-91,0.436260623229462,6,0.482115869017632,11
"FLJ37453",6.64158912272207e-96,0.750956838640338,0.685,0.302,1.75902487915294e-91,0.41643059490085,5,0.473684210526316,9
"NRBP1",9.45865451695424e-96,-0.535206119233029,0.452,0.877,2.50512464881533e-91,0.321888412017167,6,0.515367727771679,11
"TMEM176B",9.49598612353054e-96,-1.9088414245013,0.045,0.564,2.51501192481706e-91,0.391304347826087,5,0.806479113384484,8
"ADAMTS1",2.41745431280256e-95,0.535469827152219,0.39,0.059,6.40262774745757e-91,0.398009950248756,4,0.573770491803279,7
"NENF",2.57335817724932e-95,-0.644961614760071,0.771,0.955,6.81553913244483e-91,0.3727959697733,5,0.485887096774194,11
"PEBP1",4.56618734637591e-95,0.846258345565996,0.942,0.931,1.20935471868766e-90,0.371134020618557,6,0.486821705426357,10
"B4GALT4",5.00332622343176e-95,-0.471807357886284,0.214,0.731,1.3251309502759e-90,0.372727272727273,4,0.570394736842105,10
"PSMB10",5.49711277497981e-95,-0.717571319344697,0.711,0.949,1.4559103184534e-90,0.396174863387978,6,0.48630831643002,11
"LYPD3",8.02957600103245e-95,-1.80316201993837,0.08,0.607,2.12663320387344e-90,0.536585365853659,3,0.47898493259318,8
"GLRX",2.84001597658182e-94,-0.750024747450691,0.272,0.76,7.52178231397695e-90,0.328571428571429,4,0.60253164556962,10
"TMEM37",3.26319504628878e-94,0.550434473223831,0.536,0.125,8.64257208009582e-90,0.423913043478261,5,0.478764478764479,8
"CYBA",3.61388467114019e-94,-0.467025829678652,0.825,0.979,9.57137355151479e-90,0.395294117647059,6,0.474434611602753,11
"DHRS7",3.76199255656814e-94,-0.572794800350313,0.503,0.925,9.96363728607073e-90,0.347490347490348,6,0.496619864794592,11
"ACTR3",4.07293870401292e-94,-0.704576440523917,0.573,0.908,1.07871781575782e-89,0.403389830508475,6,0.508483563096501,11
"MARCH5",4.55992578111517e-94,-0.476373419151529,0.315,0.809,1.20769634312835e-89,0.376543209876543,4,0.545778834720571,9
"AFF3",6.68665705651571e-94,0.286115700235788,0.239,0.009,1.77096112141819e-89,0.552845528455285,4,0.421052631578947,6
"AGFG1",6.87570966760838e-94,-0.448312480297597,0.381,0.83,1.82103170546608e-89,0.5,5,0.552204176334107,10
"KCTD3",1.11210953374736e-93,-0.563996577831233,0.109,0.632,2.94542210012988e-89,0.660714285714286,5,0.710806697108067,10
"RASL11A",1.12734035552874e-93,0.461077371350524,0.371,0.053,2.98576093161786e-89,0.554973821989529,5,0.459459459459459,7
"YWHAZ",1.27918699483542e-93,-0.656930489769339,0.955,0.992,3.38792675582161e-89,0.371951219512195,6,0.466052376333657,11
"LRRK2",1.52713056214317e-93,0.446641745734047,0.416,0.069,4.04460529383618e-89,0.406542056074766,4,0.629370629370629,9
"CNDP2",1.29052453498908e-92,-0.752450911399131,0.441,0.843,3.41795423091857e-88,0.387665198237885,6,0.547115933752142,11
"SLC44A1",1.76165298192525e-92,-0.846096751453946,0.336,0.769,4.66573792262902e-88,0.38728323699422,5,0.599499374217772,11
"BMP4",5.31909587269446e-92,0.762513287833238,0.454,0.099,1.40876254188313e-87,0.658119658119658,4,0.663414634146341,9
"LINC01503",6.26549682594424e-92,-0.330675306219559,0.035,0.555,1.65941683435133e-87,0.722222222222222,3,0.660017346053773,9
"ATHL1",6.54642181430552e-92,0.67672500676318,0.544,0.155,1.73381981751882e-87,0.446428571428571,4,0.605590062111801,8
"ST3GAL4",8.36663293193837e-92,-0.773433179881204,0.144,0.647,2.21590273202388e-87,0.405405405405405,5,0.711309523809524,9
"GCNT3",9.87827807129208e-92,-1.0356716729,0.062,0.572,2.61626194718171e-87,0.84375,2,0.796467619848612,8
"TUBB6",1.91349844013781e-91,-0.567277199153712,0.144,0.665,5.067900618705e-87,0.337837837837838,4,0.655571635311143,8
"LYPD5",2.13440948498649e-91,-0.354449315151219,0.014,0.531,5.65298352098671e-87,0.714285714285714,2,0.682971014492754,7
"VIM",3.4757026276235e-91,1.17191934742156,0.581,0.181,9.20539840926083e-87,0.391304347826087,6,0.271276595744681,11
"SFTPC",4.94048438397077e-91,3.26520594263115,0.299,0.029,1.30848728909466e-86,0.5,4,0.688524590163934,4
"C3orf52",5.19117104292586e-91,-0.46646501560464,0.117,0.645,1.37488165071891e-86,0.483333333333333,4,0.547352721849366,9
"HLA-F",8.84496450787902e-91,-0.797377011155695,0.734,0.948,2.34258884991176e-86,0.386243386243386,6,0.482986287455561,11
"TACSTD2",1.1666136242371e-90,-1.06455363787422,0.95,0.98,3.08977618379196e-86,0.376278118609407,6,0.473477406679764,10
"RAC1",1.39908150791336e-90,-1.08650862467355,0.965,0.995,3.70546737370853e-86,0.372233400402414,6,0.466634429400387,11
"DGKA",1.57249903568593e-90,-0.395718331828438,0.068,0.588,4.1647636960142e-86,0.628571428571429,3,0.657937806873977,8
"GPC1",1.62959271887589e-90,-0.298054911705346,0.223,0.77,4.31597631594278e-86,0.373913043478261,4,0.555902560899438,9
"APOBEC3C",1.99668926571058e-90,-0.442597271236058,0.212,0.769,5.28823152023447e-86,0.587155963302752,6,0.59161976235147,9
"FAM46B",2.29461412321876e-90,0.642686585036388,0.573,0.161,6.0772855053449e-86,0.525423728813559,5,0.706586826347305,8
"KCMF1",2.96575212747676e-90,-0.456847158781607,0.39,0.855,7.85479450962219e-86,0.427860696517413,5,0.513787281935847,11
"CREB3L1",3.97399839184358e-90,0.324756256642867,0.559,0.172,1.05251347407977e-85,0.447916666666667,5,0.582633053221289,9
"NUDT2",4.92501245729952e-90,-0.254116865734228,0.08,0.628,1.30438954931578e-85,0.365853658536585,6,0.654406130268199,10
"H2AFY",7.91051157212856e-90,-0.556596256107521,0.771,0.946,2.09509898987825e-85,0.380352644836272,6,0.488549618320611,10
"CFTR",8.13041599279672e-90,0.432429409076758,0.291,0.027,2.15334067569221e-85,0.68,5,0.357142857142857,9
"TMBIM6",1.13807176925528e-89,-0.666121045677617,0.969,0.991,3.0141830808726e-85,0.3687374749499,6,0.466990291262136,11
"KCNQ1OT1",5.99702024992248e-89,1.42348302982039,0.816,0.491,1.58831081319197e-84,0.366666666666667,6,0.516160626836435,10
"LITAF",6.82813334794551e-89,-0.906852784412897,0.814,0.958,1.80843111720337e-84,0.37708830548926,6,0.482672024108488,11
"PLSCR1",1.8322053884733e-88,-0.524061198940874,0.583,0.943,4.85259597137154e-84,0.413333333333333,6,0.48469387755102,10
"MBIP",2.25875096519994e-88,0.64231781975292,0.8,0.482,5.98230193133205e-84,0.41504854368932,5,0.501498501498502,11
"MXRA5",2.32193167797632e-88,-1.14870843322282,0.012,0.513,6.14963604912029e-84,0.833333333333333,2,0.889201877934272,5
"RELB",4.64161303596904e-88,-0.439953844478372,0.282,0.764,1.2293312125764e-83,0.379310344827586,6,0.596723377441714,11
"PPIC",6.3548979393286e-88,-0.797711527175154,0.584,0.871,1.68309471923118e-83,0.435215946843854,6,0.529574350469873,11
"REEP5",6.87678609789142e-88,-0.649296345924698,0.726,0.963,1.82131679802654e-83,0.371657754010695,6,0.481259370314843,11
"TPBG",8.59205432834664e-88,-0.443950203117084,0.204,0.725,2.27560558886261e-83,0.628571428571429,5,0.627737226277372,10
"MARC1",8.7799556473378e-88,0.579762465935216,0.505,0.134,2.32537125319742e-83,0.542307692307692,5,0.494623655913978,9
"EFHD2",1.75035941574058e-87,-0.482913846307049,0.534,0.912,4.63582691258893e-83,0.476363636363636,5,0.505540897097625,11
"PCDH7",3.57313596857225e-87,-0.452219430835423,0.115,0.634,9.4634506127636e-83,0.322033898305085,6,0.679574791192103,9
"OSTF1",6.16856865218636e-87,-0.415415053869658,0.357,0.809,1.63374540753156e-82,0.41304347826087,6,0.559453032104637,11
"GSTK1",6.72262828169471e-87,-0.916933331227327,0.769,0.939,1.78048810040684e-82,0.391414141414141,6,0.494105586878524,11
"RHBDL2",8.14593742667323e-87,-0.472725330839027,0.223,0.716,2.1574515274544e-82,0.356521739130435,3,0.633064516129032,10
"GNA15",1.31410140001401e-86,-0.295622311114457,0.122,0.658,3.48039755793711e-82,0.571428571428571,4,0.545321637426901,9
"CSF2RA",1.56951551756466e-86,-0.489539924905576,0.083,0.586,4.15686184826999e-82,0.395348837209302,6,0.768472906403941,8
"CASP4",1.72360426987139e-86,-0.673515267064871,0.567,0.872,4.56496590875436e-82,0.393835616438356,6,0.528145695364238,11
"CLMN",1.80034231354003e-86,-0.729578630656942,0.202,0.669,4.76820661741077e-82,0.625,4,0.685118619698059,10
"TALDO1",1.99165843311112e-86,-0.900882870910348,0.817,0.972,5.27490736009479e-82,0.351543942992874,6,0.476968796433878,11
"HEXB",2.09686351813681e-86,-1.09142455337496,0.524,0.848,5.55354302778535e-82,0.392592592592593,6,0.54483541430193,10
"FBXW5",2.20383989534502e-86,-0.720948435723084,0.573,0.888,5.83686996282129e-82,0.389830508474576,5,0.51869918699187,11
"CREG2",5.90526288747932e-86,-0.316028800656737,0,0.493,1.5640088757489e-81,NA,0,0.8427734375,6
"MUC13",7.36444822277214e-86,-1.02176517617153,0.006,0.497,1.9504741118012e-81,1,1,0.896418199419167,4
"STS",8.64800448582534e-86,-0.49744741179684,0.115,0.604,2.29042398807084e-81,0.372881355932203,4,0.748407643312102,11
"BZW1",9.63747190262767e-86,-0.685929258996939,0.637,0.89,2.55248443341094e-81,0.396341463414634,6,0.518117901568415,11
"CACUL1",9.64413808762607e-86,-0.88149509910629,0.571,0.876,2.55424997250777e-81,0.380952380952381,5,0.523887973640857,11
"CAPZA2",1.19075966236819e-85,-0.694099002432685,0.639,0.905,3.15372696578216e-81,0.343465045592705,6,0.507446808510638,11
"AK4",2.31404869208389e-85,-0.318988392979823,0.072,0.577,6.12875796098418e-81,0.675675675675676,3,0.68,9
"SLC6A14",2.69121772618925e-85,-0.67383448184264,0.08,0.572,7.12769014781224e-81,0.463414634146341,5,0.781986531986532,8
"CALM1",4.00078775108175e-85,0.607859468958805,0.979,0.987,1.059608635874e-80,0.367063492063492,6,0.46855192588981,11
"BCAS1",5.14201816747379e-85,-0.834950598333454,0.029,0.516,1.36186351165543e-80,0.466666666666667,5,0.887126865671642,8
"CAST",5.66392635339675e-85,-0.572023354092285,0.794,0.977,1.50009089469713e-80,0.366748166259169,6,0.473891625615764,11
